	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
110	P38792	Q09704	Yes	Yes	PTHR21321	PTHR21321
111	Q01896	P22189	Yes	Yes	PTHR42861	PTHR42861
112	P39729	Q9UT21	Yes	Yes	PTHR43127	PTHR43127
113	P48566	P87234	Yes	No	PTHR22957	PTHR22957
114	P23968	O14046	Yes	Yes	PTHR10263	PTHR10263
115	P32893	O60099	Yes	No	PTHR28159	PTHR28159
116	Q05359	O14324	Yes	Yes	PTHR22811	PTHR22811
117	P04803	O42875	Yes	Yes	PTHR43766	PTHR43766
118	P36013	P40375	Yes	Yes	PTHR23406	PTHR23406
119	P38331	P87242	Yes	No	PTHR11845	PTHR11845
120	Q12208	O13915	Yes	No	PTHR13522	PTHR13522
121	P38842	Q96WV4	Yes	No	PTHR10989	PTHR10989
122	P43620	Q09877	Yes	No	PTHR16255	PTHR16255
123	Q00776	Q9HFE5	Yes	Yes	PTHR10529	PTHR10529
124	P07236	O13969	Yes	Yes	PTHR11451	PTHR11451
125	P32333	O43065	Yes	Yes	PTHR36498	PTHR36498
126	P34237	O59795	Yes	Yes	PTHR14043	PTHR14043
127	Q05902	O14194	Yes	No	PTHR11686	PTHR11686
128	P32790	O13736	Yes	Yes	PTHR15735	PTHR15735
129	Q01519	O94581	Yes	Yes	PTHR46281	PTHR46281
130	Q04121	O13726	Yes	Yes	PTHR10110	PTHR10110
131	Q01939	P41836	Yes	Yes	PTHR23073	PTHR23073
132	P32558	O94267	Yes	Yes	PTHR13980	PTHR13980
133	P20676	Q09904	Yes	No	PTHR23193	PTHR23193
134	P23643	O59796	Yes	No	PTHR12894	PTHR12894
135	P34223	Q9UT81	Yes	No	PTHR23333	PTHR23333
136	Q02795	O74943	Yes	No	PTHR12640	PTHR12640
137	P19657	P28876	Yes	Yes	PTHR42861	PTHR42861
138	P19657	P09627	Yes	Yes	PTHR42861	PTHR42861
139	P32463	Q10217	Yes	No	PTHR20863	PTHR20863
140	P61830	P09988	Yes	Yes	PTHR11426	PTHR11426
141	Q04740	Q9UST8	Yes	No	PTHR10642	PTHR10642
142	P47153	O13752	Yes	Yes	PTHR13439	PTHR13439
143	Q06833	O94464	Yes	No	PTHR13466	PTHR13466
144	P52917	Q09803	Yes	Yes	PTHR23074	PTHR23074
145	P40513	O94675	Yes	No	PTHR10826	PTHR10826
146	P10663	O42859	Yes	Yes	PTHR19836	PTHR19836
147	P17629	Q9URT2	Yes	No		PTHR13265
148	P32386	Q9P7V2	Yes	Yes	PTHR24223	PTHR24223
149	Q9URQ3	Q9P7N4	Yes	Yes	PTHR11079	PTHR11079
150	P38688	O59787	Yes	No	PTHR14094	PTHR14094
151	P40526	O14264	Yes	No	PTHR14624	PTHR14624
152	Q08977	Q9P6K3	Yes	Yes	PTHR28086	PTHR28086
153	Q12335	P30821	Yes	Yes	PTHR30546	PTHR30546
154	P36152	O74821	Yes	No	PTHR13273	PTHR13273
155	P42846	Q09799	Yes	No	PTHR14490	PTHR14490
156	P38852	O94693	Yes	No	PTHR13138	PTHR13138
157	P12904	Q10343	Yes	Yes	PTHR13780	PTHR13780
158	P32597	Q9UTN6	Yes	No	PTHR10799	PTHR10799
159	Q03790	O13838	Yes	No	PTHR21527	PTHR21527
160	Q02685	Q10160	Yes	No		
161	P07260	P78954	Yes	Yes	PTHR11960	PTHR11960
162	P35718	O94285	Yes	Yes	PTHR12709	PTHR12709
163	P50107	Q09751	Yes	Yes	PTHR10374	PTHR10374
164	Q08686	Q9USJ1	Yes	Yes	PTHR11364	PTHR11364
165	P38145	Q9Y7P0	Yes	Yes	PTHR21098	PTHR21098
166	P53914	P87115	Yes	Yes	PTHR10925	PTHR10925
167	P38934	Q9P3W6	Yes	Yes	PTHR31027	PTHR31027
168	Q03656	P36616	Yes	No	PTHR47634	PTHR47634
169	P05740	O14339	Yes	No	PTHR11593	PTHR11593
170	P04161	Q9UUK7	Yes	Yes	PTHR43369	PTHR43369
171	P36145	P79011	Yes	No	PTHR12716	PTHR12716
172	P53220	O94618	Yes	No	PTHR13032	PTHR13032
173	P25043	Q09841	Yes	Yes	PTHR11599	PTHR11599
174	Q12263	P87050	Yes	No	PTHR24343	PTHR24343
175	P08566	Q9P7R0	Yes	Yes	PTHR21090	PTHR21090
176	P0CX36	P87158	Yes	No	PTHR11581	PTHR11581
177	P36107	Q10142	Yes	Yes	PTHR31310	PTHR31310
178	P41811	O42937	Yes	Yes	PTHR19876	PTHR19876
179	P49167	Q9USR7	Yes	Yes	PTHR10965	PTHR10965
180	Q08231	Q9Y820	Yes	Yes	PTHR12732	PTHR12732
181	P17505	Q9Y7R8	Yes	Yes	PTHR11540	PTHR11540
182	P47159	Q12519	Yes	No	PTHR23520	PTHR23510
183	Q06339	O60174	Yes	No	PTHR15052	PTHR15052
184	P38874	O94495	Yes	Yes	PTHR15641	PTHR15641
185	P25641	O13934	Yes	No	PTHR47175	PTHR47175
186	P36010	P49740	Yes	Yes	PTHR11349	PTHR11349
187	P37291	O13972	Yes	Yes	PTHR11680	PTHR11680
188	P0CX40	O14049	Yes	No	PTHR10394	PTHR10394
189	P45978	Q9HGL3	Yes	No	PTHR13586	PTHR13586
190	Q06677	O13773	Yes	No	PTHR23172	PTHR23172
191	P32609	O13786	Yes	Yes	PTHR13510	PTHR13510
192	P36007	O59791	Yes	Yes	PTHR43050	PTHR43050
193	P47165	O13917	Yes	Yes	PTHR43363	PTHR43363
194	P40004	O74750	Yes	Yes	PTHR10778	PTHR10778
195	P38786	P87120	Yes	Yes	PTHR13031	PTHR13031
196	P14020	O14466	Yes	Yes	PTHR43398	PTHR43398
197	P52286	Q9Y709	Yes	Yes	PTHR11165	PTHR11165
198	Q12211	O94396	Yes	No	PTHR11142	PTHR11142
199	P27476	P41891	Yes	No	PTHR48024	PTHR48024
200	Q03771	Q1MTN8	Yes	No	PTHR46208	
201	P30657	Q9USQ9	Yes	Yes	PTHR11599	PTHR11599
202	P53959	O94677	Yes	No	PTHR21506	PTHR21506
203	P0C0T4	O74172	Yes	No	PTHR12850	PTHR12850
204	P0CH09	P0CH06	Yes	Yes	PTHR10666	PTHR10666
205	P27616	Q9UUB4	Yes	Yes	PTHR43700	PTHR43700
206	Q12114	Q92357	Yes	No	PTHR47351	PTHR47351
207	Q3E792	P79009	Yes	No	PTHR12850	PTHR12850
208	P07884	Q9UT75	Yes	Yes	PTHR11088	PTHR11088
209	P43548	O59831	Yes	Yes	PTHR43341	PTHR43341
210	P40360	O94330	Yes	No	PTHR23342	PTHR23342
211	P50086	Q10311	Yes	Yes	PTHR24180	PTHR24118
212	Q06525	Q09685	Yes	No	PTHR11864	PTHR11864
213	P13393	P17871	Yes	Yes	PTHR10126	PTHR10126
214	P38137	O74976	Yes	Yes	PTHR43201	PTHR43201
215	P41834	O94531	Yes	No	PTHR15959	PTHR15959
216	Q05924	O59759	Yes	No	PTHR32440	PTHR32440
217	P51996	P17610	Yes	No	PTHR47979	PTHR47979
218	P15625	O42870	Yes	Yes	PTHR11538	PTHR11538
219	P26448	P36618	Yes	Yes	PTHR22957	PTHR22957
220	P16451	O94709	Yes	No	PTHR23151	PTHR23151
221	Q02196	Q9P7G9	Yes	Yes	PTHR11055	PTHR11055
222	P39543	O94694	Yes	No		PTHR13605
223	P46972	Q9UST2	Yes	Yes	PTHR46041	PTHR46041
224	Q07729	O14057	Yes	Yes	PTHR11271	PTHR11271
225	P32179	O94505	Yes	Yes	PTHR43200	PTHR43200
226	Q08924	Q9USZ0	Yes	Yes	PTHR14344	PTHR14344
227	P32906	Q9P7C3	Yes	Yes	PTHR11742	PTHR11742
228	P25608	Q9P7F4	Yes	Yes	PTHR43482	PTHR45348
229	P32356	O42893	Yes	Yes	PTHR23403	PTHR23403
230	Q05919	O60149	Yes	No	PTHR15157	PTHR15157
231	P38813	Q9Y7R6	Yes	No	PTHR28285	PTHR28285
232	Q06508	Q9US27	Yes	No	PTHR23063	PTHR23063
233	P53378	P25295	Yes	Yes	PTHR11588	PTHR11588
234	P38698	O14094	Yes	Yes	PTHR12112	PTHR12112
235	P0CX46	P0CT72	Yes	Yes	PTHR13691	PTHR13691
236	P46673	Q9UUE5	Yes	Yes	PTHR13373	PTHR13373
237	P13433	O13993	Yes	No	PTHR10102	PTHR10102
238	Q12165	Q9P6R6	Yes	Yes	PTHR13822	PTHR13822
239	P32898	O42908	Yes	Yes	PTHR43016	PTHR43016
240	Q02821	O14063	Yes	Yes	PTHR23316	PTHR23316
241	Q08202	O60175	Yes	Yes	PTHR12925	PTHR12925
242	P07251	P24487	Yes	Yes	PTHR48082	PTHR48082
243	P32342	O13804	Yes	No	PTHR12834	PTHR12834
244	P07283	Q9UTJ2	Yes	Yes	PTHR10466	PTHR10466
245	Q04952	O13967	Yes	Yes	PTHR12741	PTHR12741
246	Q04952	O74475	Yes	Yes	PTHR12741	PTHR12741
247	Q04952	Q10287	Yes	Yes	PTHR12741	PTHR12741
248	Q04952	Q9P377	Yes	Yes	PTHR12741	PTHR12741
249	P32804	O94639	Yes	Yes	PTHR11040	PTHR11040
250	Q03305	Q10170	Yes	Yes	PTHR32379	PTHR32379
251	P32628	O74803	Yes	Yes	PTHR10621	PTHR10621
252	P32621	Q9UT35	Yes	Yes	PTHR11782	PTHR11782
253	P09624	O00087	Yes	Yes	PTHR22912	PTHR22912
254	P39743	O74352	Yes	No	PTHR47174	PTHR47174
255	P17119	Q9US03	Yes	No	PTHR47972	PTHR24115
256	Q07540	O74831	Yes	No	PTHR16821	PTHR16821
257	P28817	O74802	Yes	Yes	PTHR43176	PTHR43176
258	P47083	O13910	Yes	No	PTHR17039	PTHR17039
259	P32617	Q9UTE8	Yes	No	PTHR31200	PTHR31200
260	P34160	O14253	Yes	No	PTHR12412	PTHR12412
261	Q07468	O13955	Yes	No	PTHR12894	PTHR12894
262	P36066	Q9P7N6	Yes	No	PTHR28142	PTHR28142
263	P34163	O74430	Yes	No	PTHR11005	PTHR11005
264	P47176	O14370	Yes	Yes	PTHR11825	PTHR11825
265	Q05515	Q09885	Yes	Yes	PTHR47107	PTHR47107
266	P33302	P41820	Yes	Yes	PTHR19241	PTHR19241
267	P54861	Q09748	Yes	Yes	PTHR11566	PTHR11566
268	P32347	Q9USJ5	Yes	Yes	PTHR21091	PTHR21091
269	P15365	O94491	Yes	Yes	PTHR43791	PTHR43791
270	Q02046	Q9P786	Yes	Yes	PTHR48099	PTHR48099
271	P32377	O13963	Yes	Yes	PTHR10977	PTHR10977
272	P38873	P87141	Yes	Yes	PTHR12848	PTHR12848
273	P36114	O94699	Yes	No	PTHR31859	PTHR31859
274	P40459	Q09673	Yes	Yes	PTHR21299	PTHR21299
275	P53686	Q9USN7	Yes	Yes	PTHR47651	PTHR47651
276	Q04264	Q9HFF5	Yes	Yes	PTHR12663	PTHR12663
277	P25451	Q9Y7T8	Yes	Yes	PTHR11599	PTHR11599
278	Q08965	O94653	Yes	Yes	PTHR12858	PTHR12858
279	P38426	Q9UUI7	Yes	No	PTHR10788	PTHR10788
280	Q03868	O13992	Yes	No	PTHR28076	PTHR28076
281	P54730	Q9P7L2	Yes	No	PTHR46467	PTHR46467
282	Q03020	Q9UTC6	Yes	Yes	PTHR10093	PTHR10093
283	Q07551	O13848	Yes	Yes	PTHR11732	PTHR11732
284	P31115	Q9UTB3	Yes	Yes	PTHR11142	PTHR11142
285	P49956	Q9USQ1	Yes	No	PTHR23389	PTHR23389
286	Q04437	Q9HGM8	Yes	No	PTHR12604	PTHR12604
287	P22211	O59763	Yes	No	PTHR24343	PTHR24343
288	P07213	O14217	Yes	No	PTHR46208	PTHR46208
289	P15703	O13990	Yes	Yes	PTHR16631	PTHR16631
290	P32622	Q9P7K3	Yes	No	PTHR20275	PTHR20275
291	P23254	Q9URM2	Yes	Yes	PTHR43522	PTHR43522
292	Q03104	Q9Y7X6	Yes	No		PTHR47372
293	P24783	P24782	Yes	Yes	PTHR47958	PTHR47958
294	Q03103	Q9Y7P1	Yes	Yes	PTHR12613	PTHR12613
295	P35842	P08091	Yes	No	PTHR20963	PTHR20963
296	P39998	O94752	Yes	No	PTHR13612	PTHR13612
297	Q12104	Q9P7J1	Yes	No	PTHR16161	PTHR16161
298	Q12093	O13947	Yes	Yes	PTHR11933	PTHR11933
299	P16140	P31411	Yes	Yes	PTHR43389	PTHR43389
300	P48589	O14062	Yes	Yes	PTHR11843	PTHR11843
301	Q12469	Q10056	Yes	Yes	PTHR48015	PTHR48015
302	Q03327	Q9UTF8	Yes	Yes	PTHR24089	PTHR24089
303	P00330	P00332	Yes	Yes	PTHR42940	PTHR42940
304	Q06205	O74191	Yes	No	PTHR43811	PTHR43811
305	P20053	Q9UTC7	Yes	Yes	PTHR19846	PTHR19846
306	P32771	O74540	Yes	Yes	PTHR43880	PTHR43880
307	P36163	Q9P7G4	Yes	Yes	PTHR22726	PTHR22726
308	P53969	Q10478	Yes	Yes	PTHR12815	PTHR12815
309	P03962	P14965	Yes	Yes	PTHR32119	PTHR32119
310	P39006	Q9UTB5	Yes	No	PTHR10067	PTHR10067
311	Q99383	O94432	Yes	No	PTHR48031	PTHR48027
312	P39108	P78798	Yes	Yes	PTHR46027	PTHR46027
313	P38623	O94547	Yes	No	PTHR24347	PTHR44167
314	Q04371	O94725	Yes	No	PTHR12260	PTHR12260
315	P36017	P36586	Yes	Yes	PTHR24073	PTHR24073
316	Q05580	Q76PD2	Yes	No	PTHR22938	PTHR22938
317	P12868	Q9P6N4	Yes	Yes	PTHR23323	PTHR23323
318	Q08278	O60104	Yes	No	PTHR21428	PTHR21428
319	P38707	O94567	Yes	Yes	PTHR22594	PTHR22594
320	Q12325	O74377	Yes	No	PTHR11814	PTHR11814
321	P32841	P36625	Yes	No		
322	P08417	O94552	Yes	Yes	PTHR11444	PTHR11444
323	Q05080	Q10199	Yes	Yes	PTHR23065	PTHR23065
324	P38880	Q10070	Yes	Yes	PTHR31068	PTHR31068
325	P25646	O14156	Yes	No	PTHR13832	PTHR13832
326	P18759	Q9P7Q4	Yes	Yes	PTHR23078	PTHR23078
327	P32521	Q10172	Yes	No	PTHR11216	PTHR11216
328	P27351	O43005	Yes	Yes	PTHR11134	PTHR11134
329	P38712	Q9P6N8	Yes	Yes	PTHR24031	PTHR24031
330	P19097	Q10289	Yes	Yes	PTHR10982	PTHR10982
331	Q12527	O14261	Yes	No	PTHR13222	PTHR13222
332	P36125	P87155	Yes	Yes	PTHR12841	PTHR12841
333	P38994	O13853	Yes	No	PTHR23086	PTHR23086
334	P36161	Q9UTH0	Yes	No	PTHR13405	PTHR13405
335	Q7LHG5	P0CT41	Yes	No	PTHR47266	PTHR47266
336	P38071	Q10488	Yes	Yes	PTHR43981	PTHR43981
337	Q06672	Q9UUA9	Yes	Yes	PTHR21250	PTHR21250
338	P0CW41	Q9P6J3	Yes	No	PTHR10357	PTHR10357
339	P53250	O94399	Yes	No	PTHR13759	PTHR13759
340	Q08496	O74991	Yes	No		
341	P11709	P79065	Yes	No	PTHR18916	PTHR18916
342	P34087	O14459	Yes	Yes	PTHR12709	PTHR12709
343	P22139	O13877	Yes	Yes	PTHR23431	PTHR23431
344	P22224	O75006	Yes	No	PTHR12702	PTHR12702
345	P32838	Q10298	Yes	Yes	PTHR45619	PTHR45619
346	P54839	P54874	Yes	Yes	PTHR43323	PTHR43323
347	Q01476	Q9P3U0	Yes	No	PTHR24006	
348	Q03193	Q10227	Yes	No	PTHR16201	PTHR16201
349	P49089	P78753	Yes	Yes	PTHR11772	PTHR11772
350	Q07844	O14325	Yes	Yes	PTHR23077	PTHR23077
351	Q03834	O74502	Yes	Yes	PTHR11361	PTHR11361
352	Q04179	Q10314	Yes	Yes	PTHR12304	PTHR12304
353	P15801	Q12704	Yes	Yes	PTHR10267	PTHR10267
354	P32874	P78820	Yes	Yes	PTHR45728	PTHR45728
355	P51998	O74801	Yes	Yes	PTHR10746	PTHR10746
356	P06704	O74435	Yes	Yes	PTHR23050	PTHR23050
357	P41810	Q9UUF7	Yes	Yes	PTHR10635	PTHR10635
358	Q03652	Q9P6K5	Yes	No	PTHR13391	PTHR13391
359	P37254	O94277	Yes	Yes	PTHR11236	PTHR11236
360	Q04773	O13929	Yes	Yes	PTHR10840	PTHR10840
361	P00045	P00046	Yes	Yes	PTHR11961	PTHR11961
362	P53248	Q9UT96	Yes	No		
363	P39986	O14072	Yes	Yes	PTHR45630	PTHR45630
364	Q12462	Q10333	Yes	Yes	PTHR12652	PTHR12652
365	Q06053	Q9UTH9	Yes	Yes	PTHR45846	PTHR45846
366	P24784	O13370	Yes	Yes	PTHR47958	PTHR47958
367	P46681	Q9C1X2	Yes	Yes	PTHR43716	PTHR43716
368	Q12040	O94461	Yes	Yes	PTHR48100	PTHR48100
369	P12954	Q10213	Yes	No	PTHR11070	PTHR11070
370	Q02455	O74424	Yes	No	PTHR18898	PTHR18898
371	Q03730	O94654	Yes	Yes	PTHR23051	PTHR23051
372	P53538	O42868	Yes	Yes	PTHR20383	PTHR20383
373	Q12347	O74531	Yes	Yes	PTHR12874	PTHR12874
374	Q06411	Q9UTK6	Yes	No	PTHR23329	PTHR23329
375	P50875	O14174	Yes	No	PTHR13526	
376	P10823	Q04665	Yes	No	PTHR10218	PTHR10218
377	P53230	O74339	Yes	No	PTHR13619	PTHR13619
378	Q07457	O74563	Yes	No	PTHR23163	PTHR23163
379	P10566	O14281	Yes	Yes	PTHR45758	PTHR45758
380	Q06680	Q10429	Yes	Yes	PTHR14418	PTHR14418
381	Q99247	Q09731	Yes	No	PTHR19862	PTHR19862
382	P53628	Q9P7S3	Yes	Yes	PTHR13844	PTHR13844
383	P38219	O13998	Yes	Yes	PTHR23305	PTHR23305
384	P32366	O13753	Yes	Yes	PTHR11028	PTHR11028
385	Q04002	Q09725	Yes	No	PTHR21704	PTHR21704
386	Q08144	Q9P6P1	Yes	Yes	PTHR19957	PTHR19957
387	P32500	O13961	Yes	No	PTHR13269	PTHR13269
388	Q06697	Q9UUE7	Yes	Yes	PTHR12466	PTHR12466
389	Q12522	O94476	Yes	Yes	PTHR10784	PTHR10784
390	P40086	Q10361	Yes	No	PTHR23289	PTHR23289
391	Q05863	Q9Y811	Yes	No	PTHR46203	PTHR46203
392	Q04562	Q9Y819	Yes	Yes	PTHR10766	PTHR10766
393	Q03048	P78929	Yes	Yes	PTHR11913	PTHR11913
394	P32559	Q9UTE7	Yes	Yes	PTHR42714	PTHR42714
395	P53290	O74544	Yes	Yes	PTHR11259	PTHR11259
396	P07170	P33075	Yes	Yes	PTHR23359	PTHR23359
397	P53599	O14299	Yes	No	PTHR48016	PTHR48016
398	P32432	Q9UTH8	Yes	No	PTHR23057	PTHR23057
399	P00163	P05501	Yes	Yes	PTHR19271	PTHR19271
400	P10614	Q09736	Yes	Yes	PTHR24286	PTHR24286
401	Q12024	Q9URY0	Yes	Yes	PTHR19855	PTHR19855
402	P38759	Q9UTI5	Yes	Yes	PTHR11124	PTHR11124
403	Q08548	O42916	Yes	Yes	PTHR13906	PTHR13906
404	P40032	Q11120	Yes	Yes	PTHR12117	PTHR12117
405	Q12328	P87146	Yes	Yes	PTHR14110	PTHR14110
406	P04802	O74407	Yes	Yes	PTHR43450	PTHR43450
407	Q06554	Q9UTL9	Yes	Yes	PTHR45626	PTHR45865
408	P53296	Q09710	Yes	No	PTHR28037	PTHR28037
409	P38629	O14003	Yes	Yes	PTHR11669	PTHR11669
410	Q12235	Q9C0V8	Yes	Yes	PTHR43791	PTHR43791
411	Q99186	Q09718	Yes	Yes	PTHR10529	PTHR10529
412	P11412	O00091	Yes	Yes	PTHR23429	PTHR23429
413	P40015	O74369	Yes	Yes	PTHR12393	PTHR12393
414	P14242	P54280	Yes	No	PTHR10073	PTHR10073
415	P38829	Q9UTL0	Yes	Yes	PTHR12377	PTHR12377
416	Q12036	G2TRL9	Yes	No		
417	P20484	O74453	Yes	No	PTHR44675	PTHR44675
418	P40517	Q09146	Yes	No	PTHR23138	PTHR23138
419	P36520	Q9Y7M5	Yes	No	PTHR12934	PTHR12934
420	P24004	O74941	Yes	No	PTHR23077	PTHR23077
421	Q06163	O13339	Yes	No	PTHR12066	PTHR12066
422	P32562	P50528	Yes	Yes	PTHR24345	PTHR24345
423	P24276	O94525	Yes	No	PTHR23355	PTHR23355
424	P0CX82	P05734	Yes	No	PTHR10722	PTHR10722
425	P16603	P36587	Yes	Yes	PTHR19384	PTHR19384
426	P40897	O14031	Yes	Yes	PTHR22601	PTHR22601
