	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
104	P63010	Q24253	Yes	Yes	PTHR11134	PTHR11134
105	P38117	Q0KHZ6	Yes	Yes	PTHR21294	PTHR21294
106	Q8IUR0	Q7K2Q8	Yes	Yes	PTHR20902	PTHR20902
107	Q8NCW6	Q8MVS5	Yes	Yes	PTHR11675	PTHR11675
108	Q9Y6B6	Q9VD29	Yes	Yes	PTHR45684	PTHR45684
109	Q96E17	P25228	Yes	Yes	PTHR47980	PTHR47980
110	Q9HD34	O46098	Yes	Yes	PTHR13166	PTHR13166
111	P0C0S5	P08985	Yes	No	PTHR23430	PTHR23430
112	Q9NZ09	Q9VHX1	Yes	No	PTHR15960	PTHR15960
113	P50502	Q86DS1	Yes	Yes	PTHR45883	PTHR45883
114	Q9NU19	Q95RC5	Yes	Yes	PTHR22957	PTHR22957
115	Q96KA5	Q9VYG3	Yes	Yes	PTHR21347	PTHR21347
116	O43747	Q7KVR8	Yes	Yes	PTHR22780	PTHR22780
117	Q9UNQ2	Q9VAQ5	Yes	Yes	PTHR11727	PTHR11727
118	O00267	Q9V460	Yes	Yes	PTHR11125	PTHR11125
119	P55735	Q9V3J4	Yes	Yes	PTHR11024	PTHR11024
120	P25398	P80455	Yes	Yes	PTHR11843	PTHR11843
121	P49748	A1ZBJ2	Yes	Yes	PTHR43884	PTHR43884
122	Q9Y2I7	O96838	Yes	No	PTHR46715	PTHR45748
123	P57081	Q9W415	Yes	Yes	PTHR16288	PTHR16288
124	Q96S21	Q8IR80	Yes	Yes	PTHR47980	PTHR47980
125	O43272	Q04499	Yes	Yes	PTHR13914	PTHR13914
126	O15160	Q9VMX3	Yes	Yes	PTHR11800	PTHR11800
127	Q9NX14	Q9V3L7	Yes	No	PTHR13327	PTHR13327
128	Q9NX18	A1Z897	Yes	No	PTHR12469	PTHR12469
129	Q9BUX1	Q9VCI9	Yes	No	PTHR12192	PTHR12192
130	Q53HC9	Q9VTY5	Yes	Yes	PTHR14205	PTHR14205
131	Q9NQG5	Q9W039	Yes	Yes	PTHR12460	PTHR12460
132	Q7Z2H8	Q9VLM3	Yes	Yes	PTHR22950	PTHR22950
133	P10155	Q9W4R7	Yes	No	PTHR14202	PTHR14202
134	Q92845	Q9VZ07	Yes	Yes	PTHR15605	PTHR15605
135	O43292	Q9W464	Yes	Yes	PTHR13304	PTHR13304
136	P16066	Q8MLX0	Yes	Yes	PTHR11920	PTHR11920
137	Q15545	Q9VHY5	Yes	No	PTHR12228	PTHR12228
138	P16473	Q9VEG4	Yes	No	PTHR24372	PTHR24372
139	O15530	Q9W0V1	Yes	No	PTHR24356	PTHR24356
140	Q9P219	Q9VZT7	Yes	No	PTHR18947	PTHR18947
141	Q9Y689	Q9VSG8	Yes	No	PTHR11711	PTHR11711
142	Q9GZP9	Q9VEU2	Yes	Yes	PTHR11009	PTHR11009
143	A8MXV4	Q9VIV6	Yes	Yes	PTHR12318	PTHR12318
144	O15439	Q8MT77	Yes	Yes	PTHR24223	PTHR24223
145	O15439	Q9VGM1	Yes	Yes	PTHR24223	PTHR24223
146	O15439	Q7KT22	Yes	Yes	PTHR24223	PTHR24223
147	O15439	Q9VLN6	Yes	Yes	PTHR24223	PTHR24223
148	O15439	P91660	Yes	Yes	PTHR24223	PTHR24223
149	O15439	Q9VJ21	Yes	Yes	PTHR24223	PTHR24223
150	O15439	Q961D3	Yes	Yes	PTHR24223	PTHR24223
151	O15439	Q9VC63	Yes	Yes	PTHR24223	PTHR24223
152	O15439	Q9W2I5	Yes	Yes	PTHR24223	PTHR24223
153	O15439	Q9VAN4	Yes	Yes	PTHR24223	PTHR24223
154	O15439	Q7KTC0	Yes	Yes	PTHR24223	PTHR24223
155	P16615	P22700	Yes	Yes	PTHR42861	PTHR42861
156	Q9Y530	A8JNW5	Yes	No	PTHR12521	PTHR12521
157	A8MYP8	Q9VCJ6	Yes	No	PTHR21580	PTHR21580
158	Q2M296	Q9VN21	Yes	No	PTHR13017	PTHR13017
159	Q96DI7	Q9VPL0	Yes	Yes	PTHR44006	PTHR44006
160	A7E2Y1	P05661	Yes	Yes	PTHR45615	PTHR45615
161	A7E2Y1	Q99323	Yes	Yes	PTHR45615	PTHR45615
162	Q8TBZ6	Q9VR56	Yes	No	PTHR13563	PTHR13563
163	Q4VC12	Q9W1H2	Yes	No	PTHR46920	
164	Q53GD3	Q9VAP3	Yes	No	PTHR12385	PTHR12385
165	P10768	Q7KSB5	Yes	Yes	PTHR10061	PTHR10061
166	O60566	Q9VMS5	Yes	No	PTHR14030	PTHR14030
167	Q8IY92	Q9VHT6	Yes	No	PTHR21541	
168	P50395	Q9VLB7	Yes	Yes	PTHR11787	PTHR11787
169	Q96K21	Q4QQ70	Yes	Yes	PTHR46603	PTHR46603
170	Q9NWM8	A0A0B4K7C5	Yes	Yes	PTHR46222	PTHR45779
171	Q9P2L0	Q9W097	Yes	Yes	PTHR16517	PTHR12764
172	Q13445	Q9VXY9	Yes	No	PTHR22811	PTHR22811
173	Q04323	Q9VSC5	Yes	Yes	PTHR46340	PTHR46340
174	P33176	P17210	Yes	Yes	PTHR24115	PTHR24115
175	Q8WV22	Q9VMA0	Yes	No	PTHR20973	PTHR20973
176	Q92600	Q7JVP2	Yes	Yes	PTHR12262	PTHR12262
177	Q9NX20	Q9W547	Yes	Yes	PTHR12220	PTHR12220
178	P04062	Q8IMY3	Yes	No	PTHR11069	PTHR11069
179	Q96GD4	Q9VGF9	Yes	No	PTHR24350	PTHR24350
180	Q86U90	Q8SYJ9	Yes	No	PTHR17490	PTHR17490
181	Q8N7H5	Q9VN55	Yes	No	PTHR23188	PTHR23188
182	Q9NZ42	Q86BE9	Yes	Yes	PTHR16318	PTHR16318
183	P40938	Q9U9Q1	Yes	Yes	PTHR11669	PTHR11669
184	Q9BRG1	Q7JXV9	Yes	Yes	PTHR13149	PTHR13149
185	Q9BXA7	Q9VE58	Yes	No	PTHR24343	PTHR24343
186	Q9H0W9	Q9W0J9	Yes	Yes	PTHR13204	PTHR13204
187	Q9P021	Q9VL77	Yes	Yes	PTHR11805	PTHR11805
188	Q9P2D6	M9PGQ5	Yes	No	PTHR12482	PTHR12482
189	P62805	P84040	Yes	Yes	PTHR10484	PTHR10484
190	P78363	Q9VRG4	Yes	No	PTHR19229	PTHR19229
191	P78363	Q9VVJ9	Yes	No	PTHR19229	PTHR19229
192	P00395	P00399	Yes	Yes	PTHR10422	PTHR10422
193	Q13608	A1Z8D1	Yes	No	PTHR23077	PTHR23077
194	P05198	P41374	Yes	Yes	PTHR10602	PTHR10602
195	Q08289	M9PD84	Yes	No	PTHR11824	PTHR11824
196	P24666	P82890	Yes	Yes	PTHR11717	PTHR11717
197	Q86XN8	Q9V4F3	Yes	No	PTHR23285	PTHR23285
198	Q96DB2	Q9VC26	Yes	Yes	PTHR48252	PTHR48252
199	Q9H9L4	A0A0B4LHU7	Yes	Yes	PTHR13453	PTHR13453
200	Q8NDA8	Q9W350	Yes	Yes	PTHR23120	PTHR23120
201	P03886	P18929	Yes	Yes	PTHR11432	PTHR11432
202	P15311	P46150	Yes	Yes	PTHR23281	PTHR23281
203	Q9BSB4	Q9VWQ1	Yes	Yes	PTHR13292	PTHR13292
204	A6NED2	Q9VD63	Yes	No	PTHR46849	PTHR46849
205	Q9Y3S2	Q9VAU9	Yes	Yes	PTHR13214	PTHR13214
206	Q7L3T8	Q9VZY9	Yes	Yes	PTHR42753	PTHR42753
207	Q9BRD0	Q9VC60	Yes	Yes	PTHR31809	PTHR31809
208	Q9BV86	Q6NN40	Yes	Yes	PTHR12753	PTHR12753
209	Q9BZZ5	Q9V431	Yes	Yes	PTHR12758	PTHR12758
210	P50213	Q9VWH4	Yes	Yes	PTHR11835	PTHR11835
211	Q16533	Q9VF25	Yes	No	PTHR15131	PTHR15131
212	O60218	M9PF61	Yes	Yes	PTHR11732	PTHR11732
213	Q9H3K2	Q9VIB2	Yes	Yes	PTHR23291	PTHR23291
214	Q9UP83	Q9VJD3	Yes	Yes	PTHR13228	PTHR13228
215	Q9UHK6	Q9VIK0	Yes	Yes	PTHR48228	PTHR48228
216	A0PJW6	Q7JW07	Yes	Yes	PTHR14549	PTHR14549
217	O60256	Q9VA53	Yes	Yes	PTHR10210	PTHR10210
218	P07858	Q9VY87	Yes	Yes	PTHR12411	PTHR12411
219	Q6UWH6	Q9W1R8	Yes	Yes	PTHR13144	PTHR13144
220	P62424	P46223	Yes	Yes	PTHR23105	PTHR23105
221	Q8N8U9	Q9W2H2	Yes	Yes	PTHR11339	PTHR46698
222	Q06546	Q04688	Yes	Yes	PTHR11849	PTHR11849
223	Q9UGJ1	Q9VKU7	Yes	Yes	PTHR19302	PTHR19302
224	O94925	Q1RL13	Yes	No	PTHR12544	PTHR12544
225	Q5T8I9	Q7K175	Yes	No	PTHR21404	PTHR21404
226	Q9Y5J9	Q9Y1A3	Yes	Yes	PTHR19338	PTHR19338
227	Q96HY6	Q9VDD1	Yes	No	PTHR48176	PTHR48176
228	Q7Z2Z2	Q9VV61	Yes	Yes	PTHR42908	PTHR42908
229	P54578	Q9VKZ8	Yes	Yes	PTHR43982	PTHR43982
230	Q9NRM2	Q9W1V7	Yes	Yes	PTHR13267	PTHR13267
231	Q9ULV3	Q9VT61	Yes	No	PTHR15491	PTHR15491
232	Q01650	Q9Y1A7	Yes	No	PTHR11785	PTHR11785
233	Q96P70	Q9VGP4	Yes	Yes	PTHR10997	PTHR10997
234	P30084	Q7JR58	Yes	Yes	PTHR11941	PTHR11941
235	Q5T013	P36951	Yes	Yes	PTHR43489	PTHR43489
236	Q96GG9	Q9VUQ8	Yes	Yes	PTHR12281	PTHR12281
237	O75381	Q9VPB8	Yes	No	PTHR23058	PTHR23058
238	O43572	Q9V3I3	Yes	Yes	PTHR13155	PTHR13155
239	Q6XQN6	Q9VQX4	Yes	Yes	PTHR11098	PTHR11098
240	P15498	Q9NHV9	Yes	No	PTHR45818	PTHR45818
241	Q9NVM6	Q9VGR0	Yes	Yes	PTHR44313	PTHR44313
242	Q9BYC5	Q9VYV5	Yes	Yes	PTHR13132	PTHR13132
243	Q9Y4P1	Q9VPW2	Yes	Yes	PTHR22624	PTHR22624
244	O75460	A8JR46	Yes	No	PTHR13954	PTHR13954
245	P50990	Q7K3J0	Yes	Yes	PTHR11353	PTHR11353
246	Q9H9J2	Q9VNC1	Yes	Yes	PTHR11207	PTHR11207
247	Q13084	Q9VMX0	Yes	No	PTHR13528	PTHR13528
248	Q15742	Q59E55	Yes	No	PTHR12623	PTHR12623
249	Q969N2	Q9W3G0	Yes	Yes	PTHR12959	PTHR12959
250	Q9H9Y2	Q9VKB4	Yes	No	PTHR22734	PTHR22734
251	Q9UGH3	Q9VH02	Yes	No	PTHR11119	PTHR11119
252	Q92838	Q8MUJ1	Yes	No	PTHR15151	PTHR15151
253	P00533	P04412	Yes	Yes	PTHR24416	PTHR24416
254	Q9UHI6	Q9V3C4	Yes	No	PTHR47958	PTHR47958
255	P82675	Q8SYP9	Yes	No	PTHR13718	PTHR13718
256	Q9H9C1	Q9VAG4	Yes	No	PTHR13364	PTHR13364
257	Q7L5Y6	Q9VKM4	Yes	Yes	PTHR13374	PTHR13374
258	Q9UBB9	Q9Y103	Yes	Yes	PTHR23329	PTHR23329
259	P98175	Q9VPY4	Yes	No	PTHR13948	PTHR13948
260	P15586	Q5BIL9	Yes	Yes	PTHR43108	PTHR43108
261	Q5T1A1	Q9W0V0	Yes	Yes	PTHR21041	PTHR21041
262	Q969T3	Q9VQG1	Yes	Yes	PTHR20939	PTHR20939
263	P62491	O18335	Yes	Yes	PTHR47979	PTHR47979
264	Q7Z401	Q9W3D3	Yes	No	PTHR12296	PTHR12296
265	Q8N108	A1Z6Z7	Yes	No	PTHR10865	PTHR10865
266	O43715	Q6NLJ9	Yes	No	PTHR46403	PTHR46403
267	Q6NWY9	Q9VQK5	Yes	Yes	PTHR11864	PTHR11864
268	Q96NR8	Q8MZG9	Yes	No	PTHR24320	PTHR24320
269	Q9Y3D7	Q9VF08	Yes	Yes	PTHR12388	PTHR12388
270	Q9UJX5	Q9W395	Yes	Yes	PTHR13260	PTHR13260
271	P62888	Q9VJ19	Yes	Yes	PTHR11449	PTHR11449
272	Q9H1N7	Q9VVD9	Yes	Yes	PTHR10778	PTHR10778
273	P06132	Q9V595	Yes	Yes	PTHR21091	PTHR21091
274	Q13510	Q9W369	Yes	No	PTHR28583	PTHR34180
275	Q9BQJ4	A0A0B4LHK8	Yes	No	PTHR14399	PTHR14399
276	P04818	O76511	Yes	Yes	PTHR11548	PTHR11548
277	Q5D0E6	Q9VXT0	Yes	No	PTHR16043	PTHR16043
278	Q96PE3	Q9VY47	Yes	No	PTHR12187	PTHR12187
279	P61586	P48148	Yes	Yes	PTHR24072	PTHR24072
280	O94979	A0A0B4LEZ1	Yes	Yes	PTHR13923	PTHR13923
281	Q9Y2G5	Q9W589	Yes	Yes	PTHR13398	PTHR13398
282	Q8IYS2	Q9VQ60	Yes	No	PTHR31386	PTHR31386
283	Q86TW2	Q9W133	Yes	Yes	PTHR43173	PTHR43173
284	Q969W1	Q9VB73	Yes	Yes	PTHR12246	PTHR12246
285	Q9P032	Q9VH39	Yes	Yes	PTHR13338	PTHR13338
286	Q9Y6G5	Q9VYV9	Yes	No	PTHR12333	PTHR12333
287	Q14542	Q9VPP0	Yes	No	PTHR10332	PTHR10332
288	Q15526	Q9U4F3	Yes	Yes	PTHR23427	PTHR23427
289	Q96S59	Q4Z8K6	Yes	No	PTHR12864	PTHR12864
290	Q14703	Q9VP10	Yes	Yes	PTHR43806	PTHR43806
291	Q8N0X7	Q9VN45	Yes	No	PTHR21068	PTHR21068
292	Q12882	Q9W374	Yes	Yes	PTHR43073	PTHR43073
293	Q5MAI5	Q9VMN3	Yes	No	PTHR24056	PTHR24056
294	Q96H12	Q9VQ27	Yes	No	PTHR21632	
295	P52907	Q9W2N0	Yes	Yes	PTHR10653	PTHR10653
296	Q96SL4	Q8IRD3	Yes	No	PTHR11592	PTHR11592
297	Q29RF7	A1Z8S6	Yes	Yes	PTHR12663	PTHR12663
298	Q6PHR2	Q9VHF6	Yes	Yes	PTHR24348	PTHR24348
299	Q92963	Q7JMZ0	Yes	No	PTHR24070	PTHR24070
300	Q9UBP5	Q7KM13	Yes	No	PTHR10985	PTHR10985
301	Q9Y3B4	Q9VRV7	Yes	Yes	PTHR12785	PTHR12785
302	Q6V702	Q9VFY6	Yes	Yes	PTHR33588	PTHR33588
303	Q6ZNW5	Q9VSZ5	Yes	No	PTHR20884	PTHR20884
304	Q04656	Q9VYT4	Yes	Yes	PTHR43520	PTHR43520
305	Q2TAZ0	Q9VZX7	Yes	No	PTHR13190	PTHR13190
306	O43310	Q9VL73	Yes	No	PTHR23254	PTHR23254
307	Q14165	Q9VIG0	Yes	Yes	PTHR13460	PTHR13460
308	Q9Y606	E1JIR1	Yes	No	PTHR11142	PTHR11142
309	Q9H4Y5	Q9VSL3	Yes	No	PTHR43968	PTHR43968
310	P02549	P13395	Yes	Yes	PTHR11915	PTHR11915
311	P56706	P28465	Yes	Yes	PTHR12027	PTHR12027
312	Q96SB8	Q9VCB8	Yes	Yes	PTHR19306	PTHR19306
313	Q0P6D2	Q7KVC9	Yes	Yes	PTHR21093	PTHR21093
314	O60216	O96689	Yes	No	PTHR12585	PTHR12585
315	Q9NZC3	Q9VEU9	Yes	No	PTHR46320	PTHR46320
316	P32780	Q960E8	Yes	Yes	PTHR12856	PTHR12856
317	Q6JEL2	Q6GKZ1	Yes	Yes	PTHR24412	PTHR24412
318	Q9BV35	Q0E8F2	Yes	No	PTHR24089	PTHR24089
319	P61011	Q9V3D9	Yes	Yes	PTHR11564	PTHR11564
320	Q15797	P42003	Yes	Yes	PTHR13703	PTHR13703
321	Q96HP0	Q9VPI9	Yes	Yes	PTHR23317	PTHR23317
322	Q9HD20	Q9VKJ6	Yes	Yes	PTHR45630	PTHR45630
323	Q9Y519	A1A714	Yes	Yes	PTHR23423	PTHR23423
324	O43929	Q9W102	Yes	Yes	PTHR12087	PTHR12087
325	Q8TE99	Q9VQ86	Yes	Yes	PTHR11567	PTHR11567
326	Q9C0B7	Q9VJ29	Yes	No	PTHR20959	PTHR20959
327	Q01970	P25455	Yes	Yes	PTHR10336	PTHR10336
328	Q6YHU6	Q9VWB9	Yes	No	PTHR14387	PTHR14387
329	Q6ZWL3	Q9VA27	Yes	Yes	PTHR24291	PTHR24291
330	P05388	P19889	Yes	Yes	PTHR45699	PTHR45699
331	Q8N6Q8	Q86NX3	Yes	Yes	PTHR12496	PTHR12496
332	Q9HC38	Q9VRD4	Yes	Yes	PTHR46466	PTHR46466
333	Q96CW5	Q9XYP8	Yes	No	PTHR19302	PTHR19302
334	Q9BUD6	Q7JY80	Yes	No	PTHR11311	PTHR11311
335	P08238	P02828	Yes	Yes	PTHR11528	PTHR11528
336	P48444	Q9W555	Yes	Yes	PTHR10121	PTHR10121
337	Q9HA65	Q9VPL5	Yes	No	PTHR22957	PTHR22957
338	Q6P9B9	Q9VFS6	Yes	No	PTHR31697	PTHR31697
339	Q7Z6V5	Q9VEM0	Yes	Yes	PTHR11079	PTHR11079
340	Q96GD3	Q9VHA0	Yes	No	PTHR12247	PTHR12247
341	P63220	O76927	Yes	Yes	PTHR10442	PTHR10442
342	P61371	Q9VJ37	Yes	No	PTHR24204	PTHR24204
343	Q9UHC6	Q94887	Yes	Yes	PTHR15036	PTHR15036
344	Q9BVM4	Q9W0Y2	Yes	No	PTHR12510	PTHR12510
345	Q9UHW5	Q9VI70	Yes	Yes	PTHR21231	PTHR21231
346	Q86XA0	Q9VEZ4	Yes	No	PTHR14614	PTHR14614
347	Q9BUE0	Q9XZT1	Yes	Yes	PTHR13321	PTHR13321
348	P35222	P18824	Yes	Yes	PTHR45976	PTHR45976
349	Q9Y312	Q9VEA6	Yes	Yes	PTHR12689	PTHR12689
350	Q2M389	Q9VXH9	Yes	Yes	PTHR31409	PTHR31409
351	Q96E29	Q9VPD5	Yes	No	PTHR13068	PTHR13068
352	Q9Y234	Q8SX78	Yes	Yes	PTHR12561	PTHR12561
353	P33992	Q9VGW6	Yes	Yes	PTHR11630	PTHR11630
354	Q9BSD7	Q9VP84	Yes	Yes	PTHR43146	PTHR43146
355	Q6GMR7	Q7K2E1	Yes	Yes	PTHR43372	PTHR43372
356	Q14774	P10035	Yes	No	PTHR46808	PTHR46808
357	O95336	Q9VZ64	Yes	Yes	PTHR11054	PTHR11054
358	Q6ZN16	Q9VDS9	Yes	No	PTHR11584	PTHR11584
359	Q8NEZ3	A1ZBM3	Yes	Yes	PTHR14920	PTHR14920
360	Q9H2H8	Q8MKJ6	Yes	Yes	PTHR45625	PTHR45625
361	P62072	Q9W2D6	Yes	Yes	PTHR11038	PTHR11038
362	P36957	Q9VGQ1	Yes	No	PTHR43416	PTHR43416
363	Q13895	P51406	Yes	Yes	PTHR12821	PTHR12821
364	Q8IUH3	Q9VZE4	Yes	Yes	PTHR24012	PTHR10352
365	Q96S52	Q9VC10	Yes	Yes	PTHR21072	PTHR21072
366	P23378	Q9VH09	Yes	Yes	PTHR11773	PTHR11773
367	Q9Y4X5	Q94981	Yes	Yes	PTHR11685	PTHR11685
368	Q9UIJ5	A0A0B4LF16	Yes	Yes	PTHR22883	PTHR22883
369	Q5T5S1	Q8T3W3	Yes	No	PTHR47115	
370	P16519	Q9VBC7	Yes	Yes	PTHR42884	PTHR42884
371	P78406	Q9W2E7	Yes	Yes	PTHR10971	PTHR10971
372	Q9BXB1	Q7KTA0	Yes	No	PTHR24372	PTHR24372
373	Q5VW36	Q9W1Q5	Yes	No	PTHR16212	
374	O94973	P91926	Yes	Yes	PTHR22780	PTHR22780
375	Q8NHR9	P25843	Yes	Yes	PTHR11604	PTHR11604
376	Q9NUQ9	Q7K1H0	Yes	Yes	PTHR12422	PTHR12422
377	P29144	Q9V6K1	Yes	Yes	PTHR43806	PTHR43806
378	P28370	Q24368	Yes	Yes	PTHR10799	PTHR10799
379	Q96C11	Q9VZJ8	Yes	Yes	PTHR43435	PTHR43435
