	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
99	O60706	G5EFP3	Yes	No	PTHR24223	PTHR24223
100	Q8NEL9	G5EEM9	Yes	No	PTHR23509	PTHR23509
101	O14744	P46580	Yes	Yes	PTHR10738	PTHR10738
102	Q8WVQ1	Q19202	Yes	No	PTHR13023	PTHR13023
103	Q04837	P34496	Yes	No	PTHR10302	PTHR10302
104	Q00765	Q9N4G8	Yes	Yes	PTHR12300	PTHR12300
105	Q12874	Q22469	Yes	Yes	PTHR12786	PTHR12786
106	Q5EBL4	G5EFB9	Yes	No	PTHR21502	PTHR21502
107	Q92523	Q9U2F2	Yes	Yes	PTHR22589	PTHR22589
108	Q9NZJ7	H2KYJ5	Yes	No	PTHR10780	PTHR10780
109	Q96JG6	Q18602	Yes	Yes	PTHR13258	PTHR13258
110	P56557	Q9N2X7	Yes	Yes	PTHR13180	PTHR13180
111	P24390	Q09473	Yes	No	PTHR10585	PTHR10585
112	P61923	O17901	Yes	Yes	PTHR11043	PTHR11043
113	Q16186	Q09289	Yes	No	PTHR12225	PTHR12225
114	Q08999	G5EDT1	Yes	No	PTHR13742	PTHR13742
115	Q6PML9	Q3V5J4	Yes	Yes	PTHR13414	PTHR13414
116	Q9NTX5	P91130	Yes	Yes	PTHR11941	PTHR11941
117	P55209	Q19007	Yes	Yes	PTHR11875	PTHR11875
118	Q00532	Q9U2H1	Yes	Yes	PTHR24056	PTHR24056
119	Q9H814	Q9N4E8	Yes	No	PTHR13135	PTHR13135
120	Q8TD08	Q11179	Yes	No	PTHR24055	PTHR24055
121	P56597	Q21753	Yes	Yes	PTHR46161	
122	O95292	O44782	Yes	No	PTHR10809	PTHR10809
123	Q8TBP6	Q09461	Yes	Yes	PTHR45760	PTHR45760
124	Q9BZE2	Q09524	Yes	No	PTHR11142	PTHR11142
125	Q8TEQ8	O01966	Yes	No	PTHR23071	PTHR23071
126	P50135	Q8MQ99	Yes	No		PTHR43464
127	Q15293	G5EBH7	Yes	No	PTHR10827	PTHR10827
128	Q86UB9	Q95QD1	Yes	Yes	PTHR12459	PTHR12459
129	Q9UBT7	H2L011	Yes	Yes	PTHR46342	PTHR46342
130	P23109	A0A2C9C377	Yes	Yes	PTHR11359	PTHR11359
131	Q6UX40	H2L2K0	Yes	No	PTHR34341	PTHR34341
132	Q8IUH5	H2KYE9	Yes	Yes	PTHR24161	PTHR24161
133	Q6ZRR7	O16524	Yes	No	PTHR46652	PTHR46652
134	Q1HG43	P34298	Yes	No	PTHR31158	PTHR31158
135	Q9HD40	Q18953	Yes	Yes	PTHR12944	PTHR12944
136	Q9P2L0	Q18859	Yes	Yes	PTHR16517	PTHR12764
137	P62191	O16368	Yes	Yes	PTHR23073	PTHR23073
138	A2RTX5	P52709	Yes	Yes	PTHR11451	PTHR11451
139	P14927	Q9N5E4	Yes	Yes	PTHR12022	PTHR12022
140	Q96DG6	Q18926	Yes	No	PTHR46812	PTHR22946
141	Q9H1Y0	Q3V5I7	Yes	Yes	PTHR13040	PTHR13040
142	Q86X52	Q7Z1Z1	Yes	No	PTHR12369	PTHR12369
143	Q9NVI1	Q7Z151	Yes	No	PTHR21818	PTHR21818
144	P01112	P22981	Yes	Yes	PTHR24070	PTHR24070
145	P49411	G5ECM6	Yes	Yes	PTHR43721	PTHR43721
146	Q99470	O61793	Yes	Yes	PTHR46809	PTHR46809
147	Q9UHB4	M1ZMI3	Yes	Yes	PTHR19384	PTHR19384
148	Q15459	G5ECL3	Yes	Yes	PTHR15316	PTHR15316
149	O15260	Q18864	Yes	Yes	PTHR23427	PTHR23427
150	Q9HAB8	Q9BL36	Yes	Yes	PTHR12290	PTHR12290
151	Q9H6Y2	G5EEZ4	Yes	No	PTHR44019	PTHR44156
152	P31150	Q2V4S2	Yes	Yes	PTHR11787	PTHR11787
153	Q15018	Q95PZ0	Yes	No	PTHR31728	PTHR10540
154	Q9BZH6	H2KZ40	Yes	Yes	PTHR14593	PTHR14593
155	Q9UQ80	Q9N5B3	Yes	Yes	PTHR10804	PTHR10804
156	Q8N3U4	Q19555	Yes	Yes	PTHR11199	PTHR11199
157	Q92747	A0A3P6PCS5	Yes	Yes	PTHR10709	PTHR10709
158	Q5VXU3	Q23203	Yes	No	PTHR13005	PTHR13005
159	Q7L576	O44518	Yes	Yes	PTHR12195	PTHR12195
160	P41214	Q18186	Yes	Yes	PTHR12217	PTHR12217
161	P35250	O44175	Yes	Yes	PTHR11669	PTHR11669
162	Q6ZRF8	Q20548	Yes	No	PTHR22635	PTHR22635
163	Q9BWS9	Q18607	Yes	Yes	PTHR46066	PTHR46066
164	Q15650	G5EDK1	Yes	No	PTHR12963	PTHR12963
165	Q86UW1	Q18071	Yes	No	PTHR23423	PTHR23423
166	P31350	P42170	Yes	Yes	PTHR23409	PTHR23409
167	Q96M27	Q17636	Yes	No	PTHR23276	PTHR23276
168	Q9P2G9	G5ED84	Yes	Yes	PTHR24412	PTHR24412
169	P16435	Q09590	Yes	Yes	PTHR19384	PTHR19384
170	Q15910	O17514	Yes	No	PTHR45747	PTHR45747
171	Q13286	G5EBM4	Yes	No	PTHR10981	PTHR10981
172	O60725	P91266	Yes	No	PTHR12714	PTHR12714
173	Q9BWQ8	Q8MQ55	Yes	Yes	PTHR23291	PTHR23291
174	Q9Y224	Q09526	Yes	Yes	PTHR15924	PTHR15924
175	Q9Y535	Q23645	Yes	Yes	PTHR12709	PTHR12709
176	Q9Y4L5	Q9N3D1	Yes	No	PTHR15710	PTHR15710
177	Q86UP2	A0A2C9C3A0	Yes	No	PTHR18864	PTHR45615
178	Q09428	Q9U2G5	Yes	Yes	PTHR24223	PTHR24223
179	P16930	Q94272	Yes	Yes	PTHR43069	PTHR43069
180	Q96LD8	Q86FN3	Yes	Yes	PTHR46468	PTHR46468
181	Q99538	G5EBF4	Yes	Yes	PTHR12000	PTHR12000
182	P06576	P46561	Yes	Yes	PTHR15184	PTHR15184
183	Q8IUS5	G5EBI4	Yes	No	PTHR43329	PTHR43329
184	Q9BR61	Q9XVJ0	Yes	Yes	PTHR24119	PTHR24119
185	Q86U38	Q23591	Yes	No	PTHR13102	PTHR13102
186	Q14331	O18282	Yes	Yes	PTHR12928	PTHR12928
187	Q5VTQ0	Q09266	Yes	Yes	PTHR31859	PTHR31859
188	P21579	P34693	Yes	Yes	PTHR10024	PTHR10024
189	Q71UM5	Q9TXP0	Yes	No	PTHR11594	PTHR11594
190	P49736	Q9XXI9	Yes	Yes	PTHR11630	PTHR11630
191	P20142	G5EEI4	Yes	No	PTHR47966	PTHR47966
192	Q13467	G5ECQ2	Yes	Yes	PTHR11309	PTHR11309
193	Q7KZ85	P34703	Yes	Yes	PTHR10145	PTHR10145
194	Q9NVC6	Q9NAL4	Yes	Yes	PTHR13114	PTHR13114
195	Q12797	A8WHT8	Yes	No	PTHR12366	PTHR12366
196	P53801	Q8I7H8	Yes	No	PTHR15191	PTHR15191
197	Q8WYK1	Q19617	Yes	No	PTHR15036	PTHR15036
198	O95551	Q9XWG3	Yes	Yes	PTHR15822	PTHR15822
199	Q92556	Q8STE5	Yes	No	PTHR12771	PTHR12771
200	Q9UNI6	Q9XXK8	Yes	Yes	PTHR45848	PTHR45848
201	Q03701	Q19753	Yes	No	PTHR12048	PTHR12048
202	Q13813	Q21408	Yes	Yes	PTHR11915	PTHR11915
203	Q96RS6	A6PVA1	Yes	Yes	PTHR21664	PTHR21664
204	Q9NRW7	H2KYN0	Yes	Yes	PTHR11679	PTHR11679
205	P62906	Q9N4I4	Yes	Yes	PTHR23105	PTHR23105
206	P53992	Q19371	Yes	No	PTHR13803	PTHR13803
207	P53677	Q20736	Yes	Yes	PTHR10529	PTHR10529
208	P48643	P47209	Yes	Yes	PTHR11353	PTHR11353
209	Q8NA23	O44856	Yes	No	PTHR19869	PTHR19869
210	Q9BTT4	P45966	Yes	No	PTHR13345	PTHR13345
211	Q96L58	Q9N491	Yes	Yes	PTHR11214	PTHR11214
212	Q9UBS5	H2L0Q3	Yes	Yes	PTHR10519	PTHR10519
213	Q13126	Q09438	Yes	Yes	PTHR42679	PTHR42679
214	Q53T94	O01914	Yes	No	PTHR31576	PTHR31576
215	Q86V81	Q21559	Yes	No	PTHR19965	PTHR19965
216	Q9BPX7	Q19987	Yes	Yes	PTHR13379	PTHR13379
217	Q8NBT3	Q18000	Yes	Yes	PTHR23252	PTHR23252
218	P21754	Q23097	Yes	No	PTHR11576	PTHR22907
219	O15431	Q6BEW1	Yes	No	PTHR12483	PTHR12483
220	Q13247	Q23120	Yes	No	PTHR23147	PTHR23147
221	Q99612	O62259	Yes	No	PTHR23235	PTHR23235
222	Q9H2W6	C0VXV6	Yes	No	PTHR13124	PTHR13124
223	P84103	Q18409	Yes	No	PTHR23147	PTHR23147
224	Q8TAF8	Q9XVU1	Yes	No	PTHR12489	PTHR12489
225	Q96MR6	G5ECP7	Yes	No	PTHR32215	PTHR32215
226	Q12791	Q95V25	Yes	Yes	PTHR10027	PTHR10027
227	Q86TM6	Q20798	Yes	Yes	PTHR22763	PTHR22763
228	P83876	L8E6I4	Yes	Yes	PTHR12052	PTHR12052
229	Q9UKF6	Q95PY8	Yes	Yes	PTHR11203	PTHR11203
230	P16278	Q27526	Yes	Yes	PTHR23421	PTHR23421
231	Q13733	P90735	Yes	Yes	PTHR43294	PTHR43294
232	Q13733	G5EFV6	Yes	Yes	PTHR43294	PTHR43294
233	O75521	Q09603	Yes	Yes	PTHR43684	PTHR43684
234	Q9Y3T9	O17580	Yes	No	PTHR12687	PTHR12687
235	Q9UPU7	Q23419	Yes	No	PTHR22957	PTHR22957
236	Q12907	Q22170	Yes	Yes	PTHR12223	PTHR12223
237	Q96EK9	Q7YTI4	Yes	No	PTHR12435	PTHR12435
238	Q9H7H0	P91862	Yes	Yes	PTHR21320	PTHR13184
239	Q9Y679	P34426	Yes	Yes	PTHR15486	PTHR15486
240	O75251	Q94360	Yes	No	PTHR11995	PTHR11995
241	Q6P1X6	Q564X7	Yes	No	PTHR31449	PTHR31449
242	Q8N3R9	A0A3B1DQX2	Yes	No	PTHR23122	PTHR23122
243	O00204	Q9U2Z2	Yes	No	PTHR11783	PTHR11783
244	Q96HP0	Q20487	Yes	Yes	PTHR23317	PTHR23317
245	O15228	G5EFP8	Yes	Yes	PTHR12563	PTHR12563
246	P62273	P90983	Yes	Yes	PTHR12010	PTHR12010
247	P62316	Q18786	Yes	Yes	PTHR12777	PTHR12777
248	P32754	Q22633	Yes	Yes	PTHR11959	PTHR11959
249	O14735	Q9U2G1	Yes	Yes	PTHR15362	PTHR15362
250	P52435	Q9XVH6	Yes	Yes	PTHR13946	PTHR13946
251	P61088	Q95XX0	Yes	Yes	PTHR24068	PTHR24068
252	P54687	P54688	Yes	Yes	PTHR11825	PTHR11825
253	Q9H9S3	O18239	Yes	Yes	PTHR10906	PTHR10906
254	Q9P2D3	O01485	Yes	Yes	PTHR21663	PTHR21663
255	Q9NWM0	O76383	Yes	No	PTHR10742	PTHR10742
256	Q9UBI4	Q7KPQ9	Yes	Yes	PTHR10264	PTHR10264
257	Q5T440	G5EE11	Yes	Yes	PTHR22602	PTHR22602
258	O14776	Q95PX7	Yes	No	PTHR15377	PTHR15377
259	P13667	P34329	Yes	Yes	PTHR18929	PTHR18929
260	Q8TCT8	Q564X0	Yes	No	PTHR12174	PTHR12174
261	P62851	P52821	Yes	No	PTHR12850	PTHR12850
262	Q15878	Q8MQA1	Yes	No	PTHR45628	PTHR45628
263	O75343	O02298	Yes	Yes	PTHR45655	PTHR45655
264	Q8NE62	Q18429	Yes	Yes	PTHR11552	PTHR11552
265	Q9H936	Q93540	Yes	Yes	PTHR45678	PTHR45678
266	A6NDG6	O01591	Yes	No	PTHR19288	PTHR19288
267	P14868	Q03577	Yes	Yes	PTHR43450	PTHR43450
268	P61313	P91374	Yes	Yes	PTHR11847	PTHR11847
269	Q6SJ96	P32085	Yes	No	PTHR10126	PTHR10126
270	P23434	Q20634	Yes	Yes	PTHR11715	PTHR11715
271	P30260	Q9N593	Yes	No	PTHR12558	PTHR12558
272	Q9Y285	Q9GYS8	Yes	Yes	PTHR11538	PTHR11538
273	O94966	Q19132	Yes	No	PTHR21646	PTHR21646
274	Q9H4G4	Q7YX44	Yes	Yes	PTHR10334	PTHR10334
275	Q96KR4	O62446	Yes	Yes	PTHR10942	PTHR10942
276	Q9Y2G5	Q8WR51	Yes	Yes	PTHR13398	PTHR13398
277	Q99816	O76258	Yes	Yes	PTHR23306	PTHR23306
278	Q9NQH7	O61710	Yes	Yes	PTHR43226	PTHR43226
279	O75923	Q17388	Yes	Yes	PTHR45911	PTHR12546
280	P35222	O44326	Yes	No	PTHR45976	PTHR45976
281	Q8IWZ6	Q9XW70	Yes	Yes	PTHR16074	PTHR16074
282	Q9H8Y5	P34511	Yes	No	PTHR16036	PTHR16036
283	O75369	U4PBJ9	Yes	Yes	PTHR38537	PTHR38537
284	Q969N2	Q19518	Yes	Yes	PTHR12959	PTHR12959
285	Q9UGI8	Q17525	Yes	Yes	PTHR24211	PTHR24211
286	Q9NWZ5	H2L2A8	Yes	Yes	PTHR10285	PTHR10285
287	Q8NEZ3	G5ECZ4	Yes	Yes	PTHR14920	PTHR14920
288	O75390	P34575	Yes	Yes	PTHR11739	PTHR11739
289	P49356	Q19752	Yes	Yes	PTHR11774	PTHR11774
290	P30041	Q8MXT1	Yes	Yes	PTHR43503	PTHR43503
291	P46781	Q20228	Yes	Yes	PTHR11831	PTHR11831
292	Q6MZT1	Q9U379	Yes	No	PTHR21029	PTHR21029
293	Q96FA3	Q22967	Yes	Yes	PTHR12098	PTHR12098
294	P28370	P41877	Yes	Yes	PTHR10799	PTHR10799
295	O43915	Q9N413	Yes	No	PTHR12025	PTHR11633
296	P17987	P41988	Yes	Yes	PTHR11353	PTHR11353
297	P37288	O62169	Yes	No	PTHR24241	PTHR24224
298	Q96C01	P30629	Yes	Yes	PTHR21096	PTHR21096
299	O14936	P54936	Yes	Yes	PTHR23122	PTHR23122
300	Q5W111	Q19577	Yes	Yes	PTHR20951	PTHR20951
301	Q92973	A0A131MBF9	Yes	Yes	PTHR10527	PTHR10527
302	O14641	Q18239	Yes	No	PTHR10878	PTHR10878
303	Q8NCC5	Q22409	Yes	Yes	PTHR43184	PTHR43184
304	Q8IWA0	A7DT40	Yes	No	PTHR44215	PTHR44215
305	P12277	Q27535	Yes	Yes	PTHR11547	PTHR11547
306	Q9H2Z4	P41936	Yes	No	PTHR24340	PTHR24340
307	Q96BT7	Q9U3P9	Yes	Yes	PTHR13069	PTHR13069
308	P26885	Q20107	Yes	Yes	PTHR45779	PTHR10516
309	Q96S19	Q7YWR7	Yes	Yes	PTHR20974	PTHR20974
310	Q9BVA1	P41937	Yes	Yes	PTHR11588	PTHR11588
311	Q9NYV6	P48322	Yes	No	PTHR12790	PTHR12790
312	Q6P4H8	Q9XX11	Yes	No	PTHR13610	PTHR13610
313	O95239	O45935	Yes	No	PTHR47969	PTHR24115
314	O60688	Q9U3G6	Yes	No	PTHR13848	PTHR13848
315	Q9BUQ8	Q95QN2	Yes	No	PTHR47958	PTHR47958
316	P53355	O44997	Yes	Yes	PTHR24342	PTHR24342
317	P48052	Q9BL88	Yes	Yes	PTHR11705	PTHR11705
318	Q8IVS2	Q8ITY6	Yes	Yes	PTHR42681	PTHR47170
319	Q9Y221	P91154	Yes	Yes	PTHR23415	PTHR23415
320	Q16719	Q18026	Yes	Yes	PTHR14084	PTHR14084
321	Q96G74	O44438	Yes	No	PTHR12419	PTHR12419
322	O94906	Q9GRZ2	Yes	Yes	PTHR11246	PTHR11246
323	Q96AX1	P34260	Yes	Yes	PTHR11679	PTHR11679
324	Q92499	Q9N341	Yes	Yes	PTHR24031	PTHR24031
325	Q06278	O17892	Yes	Yes	PTHR11908	PTHR11908
326	Q06278	Q960A1	Yes	No	PTHR11908	PTHR11908
327	Q06278	O61198	Yes	No	PTHR11908	PTHR11908
328	Q7Z569	Q95QN6	Yes	Yes	PTHR24007	PTHR24007
329	P62917	Q9XVF7	Yes	Yes	PTHR13691	PTHR13691
330	Q15386	O17736	Yes	No	PTHR45700	PTHR45700
331	Q5T4D3	Q20144	Yes	Yes	PTHR44227	PTHR44227
332	Q07837	O45298	Yes	Yes	PTHR10357	PTHR10357
333	Q6NUP7	G5EGI8	Yes	No	PTHR21467	PTHR21467
334	Q13630	G5EER4	Yes	Yes	PTHR43238	PTHR43238
335	Q86XI2	Q20818	Yes	No	PTHR16199	PTHR16199
336	Q16543	O02108	Yes	Yes	PTHR12800	PTHR12800
337	Q04446	Q22137	Yes	Yes	PTHR43651	PTHR43651
338	Q92504	Q9XTQ7	Yes	Yes	PTHR16950	PTHR16950
339	Q9NQL2	G5EGB3	Yes	Yes	PTHR11259	PTHR11259
340	Q13618	Q17391	Yes	Yes	PTHR11932	PTHR11932
341	P60228	O61820	Yes	Yes	PTHR10317	PTHR10317
342	P50748	Q20849	Yes	No	PTHR15688	PTHR15688
343	Q9BV79	O45903	Yes	Yes	PTHR43981	PTHR43981
344	P11766	Q17335	Yes	Yes	PTHR43880	PTHR43880
345	P21399	Q23500	Yes	Yes	PTHR11670	PTHR11670
346	Q01668	Q8MQA1	Yes	Yes	PTHR45628	PTHR45628
347	Q01668	A0A3B1E663	Yes	No	PTHR45628	PTHR45628
348	Q9BW85	Q20124	Yes	Yes	PTHR12111	PTHR12111
349	Q9UBF8	Q20077	Yes	Yes	PTHR10048	PTHR10048
350	Q16828	V6CIV8	Yes	No	PTHR10159	PTHR10159
351	Q9C0H9	H2L0S5	Yes	No	PTHR22741	PTHR22741
352	O60832	O17919	Yes	Yes	PTHR23127	PTHR23127
353	P49589	O76618	Yes	Yes	PTHR10890	PTHR10890
354	Q9NXW2	Q17438	Yes	Yes	PTHR43908	PTHR43908
355	O95396	O44510	Yes	Yes	PTHR10953	PTHR10953
356	O14638	P90754	Yes	No	PTHR10151	PTHR10151
357	Q6P1S2	O62198	Yes	Yes	PTHR28434	PTHR28434
358	Q7Z5Y6	G5EEL5	Yes	No	PTHR11848	PTHR11848
359	Q92508	A0A061ACU2	Yes	Yes	PTHR13167	PTHR13167
360	Q5TGY1	Q20035	Yes	Yes	PTHR17920	PTHR17920
361	Q8TBC4	Q19360	Yes	Yes	PTHR10953	PTHR10953
362	Q9NP78	Q9TZD9	Yes	No	PTHR24221	PTHR24221
363	Q658Y4	O62219	Yes	Yes	PTHR28441	PTHR28441
364	Q8N5C1	Q18593	Yes	No	PTHR32261	PTHR32261
365	Q9HAB3	G4SDH4	Yes	No	PTHR12929	PTHR12929
366	P23141	Q21266	Yes	No	PTHR11559	PTHR11559
367	Q8N413	Q21800	Yes	No	PTHR45624	PTHR45624
368	Q9UNS2	Q9N425	Yes	No	PTHR10758	PTHR10758
369	O43776	Q19722	Yes	Yes	PTHR22594	PTHR22594
370	P46940	O17772	Yes	No	PTHR14149	PTHR14149
371	Q13601	O16311	Yes	Yes	PTHR12581	PTHR12581
372	Q7LGA3	O17645	Yes	Yes	PTHR12129	PTHR12129
373	O14777	Q17635	Yes	No	PTHR10643	PTHR10643
374	Q0PNE2	Q22963	Yes	No	PTHR16184	
375	Q8NE86	Q21121	Yes	Yes	PTHR13462	PTHR13462
376	Q9Y5Z7	G5EC23	Yes	No	PTHR46003	PTHR46003
377	O75648	Q17440	Yes	Yes	PTHR11933	PTHR11933
378	Q5MNZ9	O16466	Yes	No	PTHR11227	PTHR11227
379	Q9Y4P3	G5EFD7	Yes	Yes	PTHR44321	PTHR44321
380	P28482	P39745	Yes	Yes	PTHR24055	PTHR24055
381	Q96NN9	Q19655	Yes	Yes	PTHR43557	PTHR43557
382	Q9UJX0	Q19910	Yes	No	PTHR15192	PTHR15192
383	Q9UL62	Q8I6Y9	Yes	No	PTHR10117	PTHR10117
384	Q9Y3B3	O44738	Yes	Yes	PTHR22811	PTHR22811
385	Q9BVJ6	P91280	Yes	No	PTHR14150	PTHR14150
386	P98194	G5EDU1	Yes	Yes	PTHR42861	PTHR42861
387	Q96CP6	H2L0J6	Yes	No	PTHR23319	PTHR23319
388	P54886	P54889	Yes	Yes	PTHR11063	PTHR11063
389	Q96P11	Q9NAA7	Yes	Yes	PTHR22807	PTHR22807
390	A3KMH1	Q19346	Yes	Yes	PTHR21610	PTHR21610
391	Q9UNQ0	H2L028	Yes	No	PTHR48041	PTHR48041
392	Q9H267	Q18891	Yes	Yes	PTHR11679	PTHR11679
393	Q9ULD0	O61199	Yes	Yes	PTHR23152	PTHR23152
394	Q99805	O17388	Yes	Yes	PTHR10766	PTHR10766
395	Q9NUT2	Q9BL17	Yes	Yes	PTHR24221	PTHR24221
396	P24752	Q22100	Yes	Yes	PTHR18919	PTHR18919
