prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
Q16186	Q09289	Yes	No	PTHR12225	PTHR12225
Q08999	G5EDT1	Yes	No	PTHR13742	PTHR13742
Q6PML9	Q3V5J4	Yes	Yes	PTHR13414	PTHR13414
Q9NTX5	P91130	Yes	Yes	PTHR11941	PTHR11941
P55209	Q19007	Yes	Yes	PTHR11875	PTHR11875
Q00532	Q9U2H1	Yes	Yes	PTHR24056	PTHR24056
Q9H814	Q9N4E8	Yes	No	PTHR13135	PTHR13135
Q8TD08	Q11179	Yes	No	PTHR24055	PTHR24055
P56597	Q21753	Yes	Yes	PTHR46161	
O95292	O44782	Yes	No	PTHR10809	PTHR10809
Q8TBP6	Q09461	Yes	Yes	PTHR45760	PTHR45760
Q9BZE2	Q09524	Yes	No	PTHR11142	PTHR11142
Q8TEQ8	O01966	Yes	No	PTHR23071	PTHR23071
P50135	Q8MQ99	Yes	No		PTHR43464
Q15293	G5EBH7	Yes	No	PTHR10827	PTHR10827
Q86UB9	Q95QD1	Yes	Yes	PTHR12459	PTHR12459
Q9UBT7	H2L011	Yes	Yes	PTHR46342	PTHR46342
P23109	A0A2C9C377	Yes	Yes	PTHR11359	PTHR11359
Q6UX40	H2L2K0	Yes	No	PTHR34341	PTHR34341
Q8IUH5	H2KYE9	Yes	Yes	PTHR24161	PTHR24161
Q6ZRR7	O16524	Yes	No	PTHR46652	PTHR46652
Q1HG43	P34298	Yes	No	PTHR31158	PTHR31158
Q9HD40	Q18953	Yes	Yes	PTHR12944	PTHR12944
Q9P2L0	Q18859	Yes	Yes	PTHR16517	PTHR12764
P62191	O16368	Yes	Yes	PTHR23073	PTHR23073
P14927	Q9N5E4	Yes	Yes	PTHR12022	PTHR12022
Q96DG6	Q18926	Yes	No	PTHR46812	PTHR22946
Q9H1Y0	Q3V5I7	Yes	Yes	PTHR13040	PTHR13040
Q86X52	Q7Z1Z1	Yes	No	PTHR12369	PTHR12369
Q9NVI1	Q7Z151	Yes	No	PTHR21818	PTHR21818
P01112	P22981	Yes	Yes	PTHR24070	PTHR24070
P49411	G5ECM6	Yes	Yes	PTHR43721	PTHR43721
Q99470	O61793	Yes	Yes	PTHR46809	PTHR46809
Q9UHB4	M1ZMI3	Yes	Yes	PTHR19384	PTHR19384
Q15459	G5ECL3	Yes	Yes	PTHR15316	PTHR15316
O15260	Q18864	Yes	Yes	PTHR23427	PTHR23427
Q9HAB8	Q9BL36	Yes	Yes	PTHR12290	PTHR12290
Q9H6Y2	G5EEZ4	Yes	No	PTHR44019	PTHR44156
P31150	Q2V4S2	Yes	No	PTHR11787	PTHR11787
Q15018	Q95PZ0	Yes	No	PTHR31728	PTHR10540
Q9BZH6	H2KZ40	Yes	Yes	PTHR14593	PTHR14593
Q9UQ80	Q9N5B3	Yes	Yes	PTHR10804	PTHR10804
Q8N3U4	Q19555	Yes	Yes	PTHR11199	PTHR11199
Q92747	A0A3P6PCS5	Yes	Yes	PTHR10709	PTHR10709
Q5VXU3	Q23203	Yes	No	PTHR13005	PTHR13005
P41214	Q18186	Yes	Yes	PTHR12217	PTHR12217
P35250	O44175	Yes	Yes	PTHR11669	PTHR11669
Q6ZRF8	Q20548	Yes	No	PTHR22635	PTHR22635
Q9BWS9	Q18607	Yes	Yes	PTHR46066	PTHR46066
Q15650	G5EDK1	Yes	No	PTHR12963	PTHR12963
Q86UW1	Q18071	Yes	No	PTHR23423	PTHR23423
P31350	P42170	Yes	Yes	PTHR23409	PTHR23409
Q96M27	Q17636	Yes	No	PTHR23276	PTHR23276
Q9P2G9	G5ED84	Yes	Yes	PTHR24412	PTHR24412
P16435	Q09590	Yes	Yes	PTHR19384	PTHR19384
Q15910	O17514	Yes	No	PTHR45747	PTHR45747
Q13286	G5EBM4	Yes	No	PTHR10981	PTHR10981
O60725	P91266	Yes	No	PTHR12714	PTHR12714
Q9BWQ8	Q8MQ55	Yes	Yes	PTHR23291	PTHR23291
Q9Y224	Q09526	Yes	Yes	PTHR15924	PTHR15924
Q9Y535	Q23645	Yes	Yes	PTHR12709	PTHR12709
Q9Y4L5	Q9N3D1	Yes	No	PTHR15710	PTHR15710
Q86UP2	A0A2C9C3A0	Yes	No	PTHR18864	PTHR45615
P16930	Q94272	Yes	Yes	PTHR43069	PTHR43069
Q96LD8	Q86FN3	Yes	Yes	PTHR46468	PTHR46468
Q99538	G5EBF4	Yes	Yes	PTHR12000	PTHR12000
P06576	P46561	Yes	Yes	PTHR15184	PTHR15184
Q8IUS5	G5EBI4	Yes	No	PTHR43329	PTHR43329
Q9BR61	Q9XVJ0	Yes	Yes	PTHR24119	PTHR24119
Q86U38	Q23591	Yes	No	PTHR13102	PTHR13102
Q14331	O18282	Yes	Yes	PTHR12928	PTHR12928
Q5VTQ0	Q09266	Yes	Yes	PTHR31859	PTHR31859
P21579	P34693	Yes	Yes	PTHR10024	PTHR10024
Q71UM5	Q9TXP0	Yes	No	PTHR11594	PTHR11594
P49736	Q9XXI9	Yes	Yes	PTHR11630	PTHR11630
P20142	G5EEI4	Yes	No	PTHR47966	PTHR47966
Q13467	G5ECQ2	Yes	Yes	PTHR11309	PTHR11309
Q7KZ85	P34703	Yes	Yes	PTHR10145	PTHR10145
Q9NVC6	Q9NAL4	Yes	Yes	PTHR13114	PTHR13114
Q12797	A8WHT8	Yes	No	PTHR12366	PTHR12366
P53801	Q8I7H8	Yes	No	PTHR15191	PTHR15191
Q8WYK1	Q19617	Yes	No	PTHR15036	PTHR15036
O95551	Q9XWG3	Yes	Yes	PTHR15822	PTHR15822
Q92556	Q8STE5	Yes	No	PTHR12771	PTHR12771
Q9UNI6	Q9XXK8	Yes	Yes	PTHR45848	PTHR45848
Q03701	Q19753	Yes	No	PTHR12048	PTHR12048
Q13813	Q21408	Yes	Yes	PTHR11915	PTHR11915
Q96RS6	A6PVA1	Yes	Yes	PTHR21664	PTHR21664
Q9NRW7	H2KYN0	Yes	Yes	PTHR11679	PTHR11679
P62906	Q9N4I4	Yes	Yes	PTHR23105	PTHR23105
P53992	Q19371	Yes	No	PTHR13803	PTHR13803
P53677	Q20736	Yes	No	PTHR10529	PTHR10529
P48643	P47209	Yes	Yes	PTHR11353	PTHR11353
Q8NA23	O44856	Yes	No	PTHR19869	PTHR19869
Q9BTT4	P45966	Yes	No	PTHR13345	PTHR13345
Q96L58	Q9N491	Yes	Yes	PTHR11214	PTHR11214
Q9UBS5	H2L0Q3	Yes	Yes	PTHR10519	PTHR10519
Q13126	Q09438	Yes	Yes	PTHR42679	PTHR42679
Q53T94	O01914	Yes	No	PTHR31576	PTHR31576
Q86V81	Q21559	Yes	No	PTHR19965	PTHR19965
Q9BPX7	Q19987	Yes	Yes	PTHR13379	PTHR13379
Q8NBT3	Q18000	Yes	Yes	PTHR23252	PTHR23252
P21754	Q23097	Yes	No	PTHR11576	PTHR22907
O15431	Q6BEW1	Yes	No	PTHR12483	PTHR12483
Q13247	Q23120	Yes	No	PTHR23147	PTHR23147
Q99612	O62259	Yes	No	PTHR23235	PTHR23235
Q9H2W6	C0VXV6	Yes	No	PTHR13124	PTHR13124
P84103	Q18409	Yes	No	PTHR23147	PTHR23147
Q8TAF8	Q9XVU1	Yes	No	PTHR12489	PTHR12489
Q96MR6	G5ECP7	Yes	No	PTHR32215	PTHR32215
Q12791	Q95V25	Yes	Yes	PTHR10027	PTHR10027
Q86TM6	Q20798	Yes	Yes	PTHR22763	PTHR22763
P83876	L8E6I4	Yes	Yes	PTHR12052	PTHR12052
Q9UKF6	Q95PY8	Yes	Yes	PTHR11203	PTHR11203
P16278	Q27526	Yes	Yes	PTHR23421	PTHR23421
O75521	Q09603	Yes	Yes	PTHR43684	PTHR43684
Q9Y3T9	O17580	Yes	No	PTHR12687	PTHR12687
Q9UPU7	Q23419	Yes	No	PTHR22957	PTHR22957
Q12907	Q22170	Yes	Yes	PTHR12223	PTHR12223
Q96EK9	Q7YTI4	Yes	No	PTHR12435	PTHR12435
Q9H7H0	P91862	Yes	Yes	PTHR21320	PTHR13184
Q9Y679	P34426	Yes	Yes	PTHR15486	PTHR15486
O75251	Q94360	Yes	No	PTHR11995	PTHR11995
Q6P1X6	Q564X7	Yes	No	PTHR31449	PTHR31449
Q8N3R9	A0A3B1DQX2	Yes	No	PTHR23122	PTHR23122
O00204	Q9U2Z2	Yes	No	PTHR11783	PTHR11783
O15228	G5EFP8	Yes	Yes	PTHR12563	PTHR12563
P62273	P90983	Yes	Yes	PTHR12010	PTHR12010
P62316	Q18786	Yes	Yes	PTHR12777	PTHR12777
P32754	Q22633	Yes	Yes	PTHR11959	PTHR11959
O14735	Q9U2G1	Yes	Yes	PTHR15362	PTHR15362
P52435	Q9XVH6	Yes	Yes	PTHR13946	PTHR13946
P61088	Q95XX0	Yes	Yes	PTHR24068	PTHR24068
P54687	P54688	Yes	Yes	PTHR11825	PTHR11825
Q9H9S3	O18239	Yes	Yes	PTHR10906	PTHR10906
Q9P2D3	O01485	Yes	Yes	PTHR21663	PTHR21663
Q9NWM0	O76383	Yes	No	PTHR10742	PTHR10742
Q9UBI4	Q7KPQ9	Yes	Yes	PTHR10264	PTHR10264
Q5T440	G5EE11	Yes	Yes	PTHR22602	PTHR22602
O14776	Q95PX7	Yes	No	PTHR15377	PTHR15377
P13667	P34329	Yes	Yes	PTHR18929	PTHR18929
Q8TCT8	Q564X0	Yes	No	PTHR12174	PTHR12174
P62851	P52821	Yes	No	PTHR12850	PTHR12850
O75343	O02298	Yes	Yes	PTHR45655	PTHR45655
Q8NE62	Q18429	Yes	Yes	PTHR11552	PTHR11552
Q9H936	Q93540	Yes	Yes	PTHR45678	PTHR45678
A6NDG6	O01591	Yes	No	PTHR19288	PTHR19288
P14868	Q03577	Yes	Yes	PTHR43450	PTHR43450
P61313	P91374	Yes	Yes	PTHR11847	PTHR11847
Q6SJ96	P32085	Yes	No	PTHR10126	PTHR10126
P23434	Q20634	Yes	Yes	PTHR11715	PTHR11715
P30260	Q9N593	Yes	No	PTHR12558	PTHR12558
Q9Y285	Q9GYS8	Yes	Yes	PTHR11538	PTHR11538
O94966	Q19132	Yes	No	PTHR21646	PTHR21646
Q9H4G4	Q7YX44	Yes	Yes	PTHR10334	PTHR10334
Q96KR4	O62446	Yes	Yes	PTHR10942	PTHR10942
Q9Y2G5	Q8WR51	Yes	Yes	PTHR13398	PTHR13398
Q99816	O76258	Yes	Yes	PTHR23306	PTHR23306
Q9NQH7	O61710	Yes	Yes	PTHR43226	PTHR43226
P35222	O44326	Yes	No	PTHR45976	PTHR45976
Q8IWZ6	Q9XW70	Yes	Yes	PTHR16074	PTHR16074
Q9H8Y5	P34511	Yes	No	PTHR16036	PTHR16036
O75369	U4PBJ9	Yes	No	PTHR38537	PTHR38537
Q969N2	Q19518	Yes	Yes	PTHR12959	PTHR12959
Q9UGI8	Q17525	Yes	Yes	PTHR24211	PTHR24211
Q9NWZ5	H2L2A8	Yes	Yes	PTHR10285	PTHR10285
Q8NEZ3	G5ECZ4	Yes	Yes	PTHR14920	PTHR14920
O75390	P34575	Yes	Yes	PTHR11739	PTHR11739
P49356	Q19752	Yes	Yes	PTHR11774	PTHR11774
P30041	Q8MXT1	Yes	Yes	PTHR43503	PTHR43503
P46781	Q20228	Yes	Yes	PTHR11831	PTHR11831
Q6MZT1	Q9U379	Yes	No	PTHR21029	PTHR21029
Q96FA3	Q22967	Yes	Yes	PTHR12098	PTHR12098
O43915	Q9N413	Yes	No	PTHR12025	PTHR11633
P17987	P41988	Yes	Yes	PTHR11353	PTHR11353
P37288	O62169	Yes	No	PTHR24241	PTHR24224
Q96C01	P30629	Yes	Yes	PTHR21096	PTHR21096
O14936	P54936	Yes	Yes	PTHR23122	PTHR23122
Q5W111	Q19577	Yes	Yes	PTHR20951	PTHR20951
Q92973	A0A131MBF9	Yes	Yes	PTHR10527	PTHR10527
O14641	Q18239	Yes	No	PTHR10878	PTHR10878
Q8NCC5	Q22409	Yes	Yes	PTHR43184	PTHR43184
Q8IWA0	A7DT40	Yes	No	PTHR44215	PTHR44215
P12277	Q27535	Yes	Yes	PTHR11547	PTHR11547
Q9H2Z4	P41936	Yes	No	PTHR24340	PTHR24340
Q96BT7	Q9U3P9	Yes	Yes	PTHR13069	PTHR13069
P26885	Q20107	Yes	Yes	PTHR45779	PTHR10516
Q96S19	Q7YWR7	Yes	Yes	PTHR20974	PTHR20974
Q9BVA1	P41937	Yes	Yes	PTHR11588	PTHR11588
Q9NYV6	P48322	Yes	No	PTHR12790	PTHR12790
Q6P4H8	Q9XX11	Yes	No	PTHR13610	PTHR13610
O95239	O45935	Yes	No	PTHR47969	PTHR24115
O60688	Q9U3G6	Yes	No	PTHR13848	PTHR13848
Q9BUQ8	Q95QN2	Yes	No	PTHR47958	PTHR47958
P53355	O44997	Yes	Yes	PTHR24342	PTHR24342
P48052	Q9BL88	Yes	Yes	PTHR11705	PTHR11705
Q8IVS2	Q8ITY6	Yes	Yes	PTHR42681	PTHR47170
Q9Y221	P91154	Yes	Yes	PTHR23415	PTHR23415
Q16719	Q18026	Yes	Yes	PTHR14084	PTHR14084
Q96G74	O44438	Yes	No	PTHR12419	PTHR12419
O94906	Q9GRZ2	Yes	Yes	PTHR11246	PTHR11246
Q96AX1	P34260	Yes	Yes	PTHR11679	PTHR11679
Q92499	Q9N341	Yes	Yes	PTHR24031	PTHR24031
Q7Z569	Q95QN6	Yes	Yes	PTHR24007	PTHR24007
P62917	Q9XVF7	Yes	Yes	PTHR13691	PTHR13691
Q15386	O17736	Yes	No	PTHR45700	PTHR45700
Q5T4D3	Q20144	Yes	Yes	PTHR44227	PTHR44227
Q07837	O45298	Yes	Yes	PTHR10357	PTHR10357
Q6NUP7	G5EGI8	Yes	No	PTHR21467	PTHR21467
Q13630	G5EER4	Yes	Yes	PTHR43238	PTHR43238
Q86XI2	Q20818	Yes	No	PTHR16199	PTHR16199
Q16543	O02108	Yes	Yes	PTHR12800	PTHR12800
Q04446	Q22137	Yes	Yes	PTHR43651	PTHR43651
Q92504	Q9XTQ7	Yes	Yes	PTHR16950	PTHR16950
Q9NQL2	G5EGB3	Yes	Yes	PTHR11259	PTHR11259
Q13618	Q17391	Yes	Yes	PTHR11932	PTHR11932
P60228	O61820	Yes	Yes	PTHR10317	PTHR10317
P50748	Q20849	Yes	No	PTHR15688	PTHR15688
Q9BV79	O45903	Yes	Yes	PTHR43981	PTHR43981
P11766	Q17335	Yes	Yes	PTHR43880	PTHR43880
P21399	Q23500	Yes	Yes	PTHR11670	PTHR11670
Q01668	Q8MQA1	Yes	No	PTHR45628	PTHR45628
Q9BW85	Q20124	Yes	Yes	PTHR12111	PTHR12111
Q9UBF8	Q20077	Yes	Yes	PTHR10048	PTHR10048
Q16828	V6CIV8	Yes	No	PTHR10159	PTHR10159
Q9C0H9	H2L0S5	Yes	No	PTHR22741	PTHR22741
O60832	O17919	Yes	Yes	PTHR23127	PTHR23127
P49589	O76618	Yes	Yes	PTHR10890	PTHR10890
Q9NXW2	Q17438	Yes	Yes	PTHR43908	PTHR43908
O95396	O44510	Yes	Yes	PTHR10953	PTHR10953
O14638	P90754	Yes	No	PTHR10151	PTHR10151
Q6P1S2	O62198	Yes	Yes	PTHR28434	PTHR28434
Q7Z5Y6	G5EEL5	Yes	No	PTHR11848	PTHR11848
Q92508	A0A061ACU2	Yes	Yes	PTHR13167	PTHR13167
Q5TGY1	Q20035	Yes	Yes	PTHR17920	PTHR17920
Q8TBC4	Q19360	Yes	Yes	PTHR10953	PTHR10953
Q9NP78	Q9TZD9	Yes	No	PTHR24221	PTHR24221
Q658Y4	O62219	Yes	Yes	PTHR28441	PTHR28441
Q8N5C1	Q18593	Yes	No	PTHR32261	PTHR32261
Q9HAB3	G4SDH4	Yes	No	PTHR12929	PTHR12929
P23141	Q21266	Yes	No	PTHR11559	PTHR11559
Q8N413	Q21800	Yes	No	PTHR45624	PTHR45624
Q9UNS2	Q9N425	Yes	No	PTHR10758	PTHR10758
O43776	Q19722	Yes	Yes	PTHR22594	PTHR22594
P46940	O17772	Yes	No	PTHR14149	PTHR14149
Q13601	O16311	Yes	Yes	PTHR12581	PTHR12581
Q7LGA3	O17645	Yes	Yes	PTHR12129	PTHR12129
O14777	Q17635	Yes	No	PTHR10643	PTHR10643
Q0PNE2	Q22963	Yes	No	PTHR16184	
Q8NE86	Q21121	Yes	Yes	PTHR13462	PTHR13462
Q9Y5Z7	G5EC23	Yes	No	PTHR46003	PTHR46003
O75648	Q17440	Yes	Yes	PTHR11933	PTHR11933
Q5MNZ9	O16466	Yes	No	PTHR11227	PTHR11227
Q9Y4P3	G5EFD7	Yes	Yes	PTHR44321	PTHR44321
P28482	P39745	Yes	Yes	PTHR24055	PTHR24055
Q96NN9	Q19655	Yes	Yes	PTHR43557	PTHR43557
Q9UJX0	Q19910	Yes	No	PTHR15192	PTHR15192
Q9UL62	Q8I6Y9	Yes	No	PTHR10117	PTHR10117
Q9Y3B3	O44738	Yes	Yes	PTHR22811	PTHR22811
Q9BVJ6	P91280	Yes	No	PTHR14150	PTHR14150
P98194	G5EDU1	Yes	Yes	PTHR42861	PTHR42861
Q96CP6	H2L0J6	Yes	No	PTHR23319	PTHR23319
P54886	P54889	Yes	Yes	PTHR11063	PTHR11063
Q96P11	Q9NAA7	Yes	Yes	PTHR22807	PTHR22807
A3KMH1	Q19346	Yes	Yes	PTHR21610	PTHR21610
Q9UNQ0	H2L028	Yes	No	PTHR48041	PTHR48041
Q9H267	Q18891	Yes	Yes	PTHR11679	PTHR11679
Q99805	O17388	Yes	Yes	PTHR10766	PTHR10766
Q9NUT2	Q9BL17	Yes	Yes	PTHR24221	PTHR24221
P24752	Q22100	Yes	Yes	PTHR18919	PTHR18919
O14964	Q17796	Yes	No	PTHR46275	PTHR46275
Q9BT78	Q9N359	Yes	Yes	PTHR10855	PTHR10855
P0DP25	O16305	Yes	Yes	PTHR23050	PTHR23050
Q92784	Q09477	Yes	Yes		PTHR45888
Q9NY35	Q20713	Yes	No	PTHR14347	PTHR21215
Q5TKA1	P30630	Yes	No	PTHR21689	PTHR21689
P17174	Q22067	Yes	Yes	PTHR11879	PTHR11879
O00429	Q8WQC9	Yes	Yes	PTHR11566	PTHR11566
Q8TCT0	Q9TZI1	Yes	No	PTHR12358	PTHR12358
P17812	G5EC98	Yes	No	PTHR11550	PTHR11550
Q15034	Q9BL11	Yes	Yes	PTHR45622	PTHR45622
O15498	Q9TXZ9	Yes	Yes	PTHR45806	PTHR45806
Q96GF1	Q09463	Yes	Yes	PTHR12313	PTHR12313
Q9H0Y0	Q18991	Yes	No	PTHR14957	PTHR12866
Q58G82	P90785	Yes	No	PTHR46129	
Q9ULX9	B0M0M9	Yes	No	PTHR10129	PTHR10129
Q9Y4L1	Q22515	Yes	No	PTHR45639	PTHR45639
Q8N468	Q23220	Yes	No	PTHR23121	PTHR23121
O00471	Q18406	Yes	Yes	PTHR12100	PTHR12100
P58304	P41935	Yes	No	PTHR46892	PTHR24329
Q9UKL0	Q18919	Yes	No	PTHR16089	PTHR16089
P13994	Q09651	Yes	No	PTHR12111	PTHR12111
Q9ULT8	V6CLA2	Yes	No	PTHR45670	PTHR45670
Q96NR3	P91346	Yes	No	PTHR10796	PTHR10796
Q9BYD3	O17005	Yes	No	PTHR10746	PTHR10746
Q96Q07	O16313	Yes	Yes	PTHR46306	PTHR46306
O60826	Q7JP60	Yes	No	PTHR15668	PTHR15668
P13686	O01320	Yes	Yes	PTHR10161	PTHR10161
Q9NXH9	Q23270	Yes	Yes	PTHR10631	PTHR10631
Q99418	P34512	Yes	No	PTHR10663	PTHR10663
P11413	Q27464	Yes	Yes	PTHR23429	PTHR23429
P00491	U4PSA1	Yes	Yes	PTHR11904	PTHR11904
P35716	Q8T3B9	Yes	No	PTHR10270	PTHR10270
Q9BRN9	Q95QZ5	Yes	No	PTHR21016	PTHR21016
Q9Y3U8	P49181	Yes	Yes	PTHR10114	PTHR10114
Q9Y2S2	C0VXV5	Yes	Yes	PTHR48075	PTHR48075
P61009	P34525	Yes	Yes	PTHR12804	PTHR12804
O94817	Q10931	Yes	Yes	PTHR13385	PTHR13385
Q96KP4	Q9BL46	Yes	Yes	PTHR43270	PTHR43270
Q14728	Q19296	Yes	Yes	PTHR23504	PTHR23504
O14653	P41941	Yes	Yes	PTHR21230	PTHR21230
O75478	Q19953	Yes	No	PTHR12374	PTHR12374
O75223	Q18596	Yes	Yes	PTHR12935	PTHR12935
O15067	Q19311	Yes	Yes	PTHR10099	PTHR10099
Q8WUF5	Q9XVN3	Yes	No	PTHR24164	PTHR24131
Q969S0	O44166	Yes	Yes	PTHR10778	PTHR10778
Q9UIC8	P46554	Yes	Yes	PTHR13600	PTHR13600
A6NHT5	Q18533	Yes	No	PTHR46110	PTHR46110
Q86XE3	Q18874	Yes	No	PTHR12294	PTHR12294
P0CG13	Q22664	Yes	Yes	PTHR28605	PTHR28605
Q8IX12	A0A0S4XR43	Yes	No	PTHR15439	PTHR14304
P62491	O01803	Yes	Yes	PTHR47979	PTHR47979
Q8N5C7	B7WNB4	Yes	Yes	PTHR15627	PTHR15627
